expansion,event_type,draft_id,draft_time,rank,event_match_wins,event_match_losses,pack_number,pick_number,pick,pick_maindeck_rate,pick_sideboard_in_rate,pack_card_A Tale for the Ages,pack_card_Agatha of the Vile Cauldron,pack_card_Agatha's Champion,pack_card_Agatha's Soul Cauldron,pack_card_Aggravated Assault,pack_card_Aquatic Alchemist,pack_card_Archive Dragon,pack_card_Archon of the Wild Rose,pack_card_Archon's Glory,pack_card_Armory Mice,pack_card_As Foretold,"pack_card_Ash, Party Crasher",pack_card_Ashiok's Reaper,"pack_card_Ashiok, Wicked Manipulator",pack_card_Asinine Antics,pack_card_Back for Seconds,pack_card_Barrow Naughty,pack_card_Beanstalk Wurm,pack_card_Belligerent of the Ball,pack_card_Bellowing Bruiser,pack_card_Beluna Grandsquall,pack_card_Beluna's Gatekeeper,pack_card_Beseech the Mirror,pack_card_Besotted Knight,pack_card_Bespoke Battlegarb,pack_card_Bestial Bloodline,pack_card_Bitter Chill,pack_card_Blind Obedience,pack_card_Blood Moon,pack_card_Blossoming Tortoise,pack_card_Boundary Lands Ranger,pack_card_Bramble Familiar,pack_card_Brave the Wilds,pack_card_Break the Spell,pack_card_Callous Sell-Sword,pack_card_Candy Grapple,pack_card_Candy Trail,pack_card_Chancellor of Tales,pack_card_Charmed Clothier,pack_card_Charming Scoundrel,pack_card_Cheeky House-Mouse,pack_card_Collector's Vault,pack_card_Commune with Nature,pack_card_Compulsion,pack_card_Conceited Witch,pack_card_Cooped Up,pack_card_Copy Enchantment,pack_card_Cruel Somnophage,pack_card_Crystal Grotto,pack_card_Curiosity,pack_card_Curse of the Werefox,pack_card_Cursed Courtier,pack_card_Cut In,pack_card_Dark Tutelage,pack_card_Dawn of Hope,pack_card_Decadent Dragon,pack_card_Devouring Sugarmaw,pack_card_Diminisher Witch,pack_card_Discerning Financier,pack_card_Disdainful Stroke,pack_card_Dragon Mantle,pack_card_Dream Spoilers,pack_card_Dutiful Griffin,pack_card_Edgewall Inn,pack_card_Edgewall Pack,pack_card_Eerie Interference,pack_card_Ego Drain,pack_card_Elusive Otter,pack_card_Elvish Archivist,pack_card_Embereth Veteran,pack_card_Eriette of the Charmed Apple,pack_card_Eriette's Tempting Apple,pack_card_Eriette's Whisper,pack_card_Evolving Wilds,pack_card_Expel the Interlopers,pack_card_Extraordinary Journey,pack_card_Faerie Dreamthief,pack_card_Faerie Fencing,pack_card_Farsight Ritual,pack_card_Faunsbane Troll,pack_card_Feed the Cauldron,pack_card_Fell Horseman,pack_card_Feral Encounter,pack_card_Ferocious Werefox,pack_card_Fiery Emancipation,pack_card_Flick a Coin,pack_card_Food Fight,pack_card_Forced Fruition,pack_card_Forest,pack_card_Frantic Firebolt,pack_card_Fraying Sanity,pack_card_Freeze in Place,pack_card_Frolicking Familiar,pack_card_Frostbridge Guard,pack_card_Gadwick's First Duel,pack_card_Gallant Pie-Wielder,pack_card_Galvanic Giant,pack_card_Garruk's Uprising,pack_card_Gingerbread Hunter,pack_card_Gingerbrute,pack_card_Glass Casket,pack_card_Gnawing Crescendo,pack_card_Goblin Bombardment,"pack_card_Goddric, Cloaked Reveler",pack_card_Grabby Giant,pack_card_Graceful Takedown,pack_card_Grand Ball Guest,pack_card_Grasp of Fate,pack_card_Greater Auramancy,"pack_card_Greta, Sweettooth Scourge",pack_card_Griffin Aerie,pack_card_Ground Seal,pack_card_Gruff Triplets,pack_card_Gumdrop Poisoner,pack_card_Hamlet Glutton,pack_card_Hardened Scales,pack_card_Harried Spearguard,pack_card_Hatching Plans,pack_card_Heartflame Duelist,pack_card_Hearth Elemental,pack_card_High Fae Negotiator,pack_card_Hollow Scavenger,pack_card_Hopeful Vigil,pack_card_Hopeless Nightmare,pack_card_Horned Loch-Whale,pack_card_Howling Galefang,pack_card_Hylda of the Icy Crown,pack_card_Hylda's Crown of Winter,pack_card_Ice Out,pack_card_Icewrought Sentry,pack_card_Imodane's Recruiter,"pack_card_Imodane, the Pyrohammer",pack_card_Impact Tremors,pack_card_Ingenious Prodigy,pack_card_Intangible Virtue,pack_card_Into the Fae Court,pack_card_Intruder Alarm,pack_card_Island,pack_card_Johann's Stopgap,"pack_card_Johann, Apprentice Sorcerer",pack_card_Karmic Justice,pack_card_Kellan's Lightblades,"pack_card_Kellan, the Fae-Blooded",pack_card_Kindled Heroism,pack_card_Kindred Discovery,pack_card_Knight of Doves,pack_card_Knightly Valor,pack_card_Korvold and the Noble Thief,pack_card_Land Tax,pack_card_Leaping Ambush,pack_card_Leyline of Abundance,pack_card_Leyline of Anticipation,pack_card_Leyline of Lightning,pack_card_Leyline of Sanctity,pack_card_Leyline of the Void,pack_card_Lich-Knights' Conquest,pack_card_Likeness Looter,pack_card_Living Lectern,pack_card_Lord Skitter's Blessing,pack_card_Lord Skitter's Butcher,"pack_card_Lord Skitter, Sewer King",pack_card_Mana Flare,pack_card_Merfolk Coralsmith,pack_card_Merry Bards,pack_card_Minecart Daredevil,pack_card_Mintstrosity,pack_card_Misleading Motes,pack_card_Mocking Sprite,pack_card_Moment of Valor,pack_card_Monstrous Rage,pack_card_Moonshaker Cavalry,pack_card_Mosswood Dreadknight,pack_card_Mountain,pack_card_Nature's Will,pack_card_Necropotence,"pack_card_Neva, Stalked by Nightmares",pack_card_Night of the Sweets' Revenge,pack_card_Not Dead After All,pack_card_Obyra's Attendants,"pack_card_Obyra, Dreaming Duelist",pack_card_Omniscience,pack_card_Oppression,pack_card_Oversold Cemetery,pack_card_Parallel Lives,pack_card_Phyrexian Unlife,pack_card_Picklock Prankster,pack_card_Picnic Ruiner,pack_card_Plains,pack_card_Plunge into Winter,pack_card_Pollen-Shield Hare,pack_card_Polluted Bonds,pack_card_Primal Vigor,pack_card_Prismatic Omen,pack_card_Prophetic Prism,pack_card_Protective Parents,pack_card_Questing Druid,pack_card_Quick Study,pack_card_Raging Battle Mouse,pack_card_Raid Bombardment,pack_card_Rankle's Prank,pack_card_Rat Out,pack_card_Ratcatcher Trainee,pack_card_Realm-Scorcher Hellkite,pack_card_Redcap Gutter-Dweller,pack_card_Redcap Thief,pack_card_Redtooth Genealogist,pack_card_Redtooth Vanguard,pack_card_Regal Bunnicorn,pack_card_Repercussion,pack_card_Rest in Peace,pack_card_Restless Bivouac,pack_card_Restless Cottage,pack_card_Restless Fortress,pack_card_Restless Spire,pack_card_Restless Vinestalk,pack_card_Return Triumphant,pack_card_Return from the Wilds,pack_card_Rimefur Reindeer,pack_card_Rootrider Faun,pack_card_Rotisserie Elemental,pack_card_Rowan's Grim Search,"pack_card_Rowan, Scion of War",pack_card_Royal Treatment,"pack_card_Ruby, Daring Tracker",pack_card_Sanguine Bond,pack_card_Savior of the Sleeping,pack_card_Scalding Viper,pack_card_Scarecrow Guide,pack_card_Scream Puff,pack_card_Season of Growth,pack_card_Sentinel of Lost Lore,pack_card_Sharae of Numbing Depths,pack_card_Shared Animosity,pack_card_Shatter the Oath,pack_card_Shrouded Shepherd,pack_card_Skewer Slinger,pack_card_Skybeast Tracker,pack_card_Sleep-Cursed Faerie,pack_card_Sleight of Hand,pack_card_Slumbering Keepguard,pack_card_Smothering Tithe,pack_card_Snaremaster Sprite,pack_card_Sneak Attack,pack_card_Solitary Sanctuary,pack_card_Song of Totentanz,pack_card_Soul-Guide Lantern,pack_card_Specter of Mortality,pack_card_Spell Stutter,pack_card_Spellbook Vendor,pack_card_Spellscorn Coven,pack_card_Spider Food,pack_card_Spiteful Hexmage,pack_card_Splashy Spellcaster,pack_card_Spreading Seas,pack_card_Stab Wound,pack_card_Stingblade Assassin,pack_card_Stockpiling Celebrant,pack_card_Stonesplitter Bolt,pack_card_Stormkeld Prowler,pack_card_Stormkeld Vanguard,pack_card_Stroke of Midnight,pack_card_Succumb to the Cold,pack_card_Sugar Rush,pack_card_Swamp,pack_card_Sweettooth Witch,"pack_card_Syr Armont, the Redeemer","pack_card_Syr Ginger, the Meal Ender",pack_card_Taken by Nightmares,pack_card_Talion's Messenger,"pack_card_Talion, the Kindly Lord",pack_card_Tangled Colony,pack_card_Tanglespan Lookout,pack_card_Tattered Ratter,pack_card_Tempest Hart,pack_card_Tenacious Tomeseeker,pack_card_Territorial Witchstalker,pack_card_The Apprentice's Folly,pack_card_The End,pack_card_The Goose Mother,pack_card_The Huntsman's Redemption,pack_card_The Irencrag,pack_card_The Princess Takes Flight,pack_card_The Witch's Vanity,pack_card_Threadbind Clique,pack_card_Three Blind Mice,pack_card_Three Bowls of Porridge,pack_card_Thunderous Debut,pack_card_Titanic Growth,pack_card_Toadstool Admirer,pack_card_Torch the Tower,"pack_card_Totentanz, Swarm Piper",pack_card_Tough Cookie,pack_card_Troublemaker Ouphe,"pack_card_Troyan, Gutsy Explorer",pack_card_Tuinvale Guide,pack_card_Twining Twins,pack_card_Twisted Fealty,pack_card_Twisted Sewer-Witch,pack_card_Two-Headed Hunter,pack_card_Unassuming Sage,pack_card_Unnatural Growth,pack_card_Unruly Catapult,pack_card_Up the Beanstalk,pack_card_Utopia Sprawl,pack_card_Vampiric Rites,pack_card_Vantress Transmuter,pack_card_Verdant Outrider,pack_card_Virtue of Courage,pack_card_Virtue of Knowledge,pack_card_Virtue of Loyalty,pack_card_Virtue of Persistence,pack_card_Virtue of Strength,pack_card_Voracious Vermin,pack_card_Warehouse Tabby,pack_card_Waste Not,pack_card_Water Wings,pack_card_Welcome to Sweettooth,pack_card_Werefox Bodyguard,pack_card_Wicked Visitor,"pack_card_Will, Scion of Peace",pack_card_Witch's Mark,pack_card_Witchstalker Frenzy,pack_card_Woodland Acolyte,"pack_card_Yenna, Redtooth Regent",pool_A Tale for the Ages,pool_Agatha of the Vile Cauldron,pool_Agatha's Champion,pool_Agatha's Soul Cauldron,pool_Aggravated Assault,pool_Aquatic Alchemist,pool_Archive Dragon,pool_Archon of the Wild Rose,pool_Archon's Glory,pool_Armory Mice,pool_As Foretold,"pool_Ash, Party Crasher",pool_Ashiok's Reaper,"pool_Ashiok, Wicked Manipulator",pool_Asinine Antics,pool_Back for Seconds,pool_Barrow Naughty,pool_Beanstalk Wurm,pool_Belligerent of the Ball,pool_Bellowing Bruiser,pool_Beluna Grandsquall,pool_Beluna's Gatekeeper,pool_Beseech the Mirror,pool_Besotted Knight,pool_Bespoke Battlegarb,pool_Bestial Bloodline,pool_Bitter Chill,pool_Blind Obedience,pool_Blood Moon,pool_Blossoming Tortoise,pool_Boundary Lands Ranger,pool_Bramble Familiar,pool_Brave the Wilds,pool_Break the Spell,pool_Callous Sell-Sword,pool_Candy Grapple,pool_Candy Trail,pool_Chancellor of Tales,pool_Charmed Clothier,pool_Charming Scoundrel,pool_Cheeky House-Mouse,pool_Collector's Vault,pool_Commune with Nature,pool_Compulsion,pool_Conceited Witch,pool_Cooped Up,pool_Copy Enchantment,pool_Cruel Somnophage,pool_Crystal Grotto,pool_Curiosity,pool_Curse of the Werefox,pool_Cursed Courtier,pool_Cut In,pool_Dark Tutelage,pool_Dawn of Hope,pool_Decadent Dragon,pool_Devouring Sugarmaw,pool_Diminisher Witch,pool_Discerning Financier,pool_Disdainful Stroke,pool_Dragon Mantle,pool_Dream Spoilers,pool_Dutiful Griffin,pool_Edgewall Inn,pool_Edgewall Pack,pool_Eerie Interference,pool_Ego Drain,pool_Elusive Otter,pool_Elvish Archivist,pool_Embereth Veteran,pool_Eriette of the Charmed Apple,pool_Eriette's Tempting Apple,pool_Eriette's Whisper,pool_Evolving Wilds,pool_Expel the Interlopers,pool_Extraordinary Journey,pool_Faerie Dreamthief,pool_Faerie Fencing,pool_Farsight Ritual,pool_Faunsbane Troll,pool_Feed the Cauldron,pool_Fell Horseman,pool_Feral Encounter,pool_Ferocious Werefox,pool_Fiery Emancipation,pool_Flick a Coin,pool_Food Fight,pool_Forced Fruition,pool_Forest,pool_Frantic Firebolt,pool_Fraying Sanity,pool_Freeze in Place,pool_Frolicking Familiar,pool_Frostbridge Guard,pool_Gadwick's First Duel,pool_Gallant Pie-Wielder,pool_Galvanic Giant,pool_Garruk's Uprising,pool_Gingerbread Hunter,pool_Gingerbrute,pool_Glass Casket,pool_Gnawing Crescendo,pool_Goblin Bombardment,"pool_Goddric, Cloaked Reveler",pool_Grabby Giant,pool_Graceful Takedown,pool_Grand Ball Guest,pool_Grasp of Fate,pool_Greater Auramancy,"pool_Greta, Sweettooth Scourge",pool_Griffin Aerie,pool_Ground Seal,pool_Gruff Triplets,pool_Gumdrop Poisoner,pool_Hamlet Glutton,pool_Hardened Scales,pool_Harried Spearguard,pool_Hatching Plans,pool_Heartflame Duelist,pool_Hearth Elemental,pool_High Fae Negotiator,pool_Hollow Scavenger,pool_Hopeful Vigil,pool_Hopeless Nightmare,pool_Horned Loch-Whale,pool_Howling Galefang,pool_Hylda of the Icy Crown,pool_Hylda's Crown of Winter,pool_Ice Out,pool_Icewrought Sentry,pool_Imodane's Recruiter,"pool_Imodane, the Pyrohammer",pool_Impact Tremors,pool_Ingenious Prodigy,pool_Intangible Virtue,pool_Into the Fae Court,pool_Intruder Alarm,pool_Island,pool_Johann's Stopgap,"pool_Johann, Apprentice Sorcerer",pool_Karmic Justice,pool_Kellan's Lightblades,"pool_Kellan, the Fae-Blooded",pool_Kindled Heroism,pool_Kindred Discovery,pool_Knight of Doves,pool_Knightly Valor,pool_Korvold and the Noble Thief,pool_Land Tax,pool_Leaping Ambush,pool_Leyline of Abundance,pool_Leyline of Anticipation,pool_Leyline of Lightning,pool_Leyline of Sanctity,pool_Leyline of the Void,pool_Lich-Knights' Conquest,pool_Likeness Looter,pool_Living Lectern,pool_Lord Skitter's Blessing,pool_Lord Skitter's Butcher,"pool_Lord Skitter, Sewer King",pool_Mana Flare,pool_Merfolk Coralsmith,pool_Merry Bards,pool_Minecart Daredevil,pool_Mintstrosity,pool_Misleading Motes,pool_Mocking Sprite,pool_Moment of Valor,pool_Monstrous Rage,pool_Moonshaker Cavalry,pool_Mosswood Dreadknight,pool_Mountain,pool_Nature's Will,pool_Necropotence,"pool_Neva, Stalked by Nightmares",pool_Night of the Sweets' Revenge,pool_Not Dead After All,pool_Obyra's Attendants,"pool_Obyra, Dreaming Duelist",pool_Omniscience,pool_Oppression,pool_Oversold Cemetery,pool_Parallel Lives,pool_Phyrexian Unlife,pool_Picklock Prankster,pool_Picnic Ruiner,pool_Plains,pool_Plunge into Winter,pool_Pollen-Shield Hare,pool_Polluted Bonds,pool_Primal Vigor,pool_Prismatic Omen,pool_Prophetic Prism,pool_Protective Parents,pool_Questing Druid,pool_Quick Study,pool_Raging Battle Mouse,pool_Raid Bombardment,pool_Rankle's Prank,pool_Rat Out,pool_Ratcatcher Trainee,pool_Realm-Scorcher Hellkite,pool_Redcap Gutter-Dweller,pool_Redcap Thief,pool_Redtooth Genealogist,pool_Redtooth Vanguard,pool_Regal Bunnicorn,pool_Repercussion,pool_Rest in Peace,pool_Restless Bivouac,pool_Restless Cottage,pool_Restless Fortress,pool_Restless Spire,pool_Restless Vinestalk,pool_Return Triumphant,pool_Return from the Wilds,pool_Rimefur Reindeer,pool_Rootrider Faun,pool_Rotisserie Elemental,pool_Rowan's Grim Search,"pool_Rowan, Scion of War",pool_Royal Treatment,"pool_Ruby, Daring Tracker",pool_Sanguine Bond,pool_Savior of the Sleeping,pool_Scalding Viper,pool_Scarecrow Guide,pool_Scream Puff,pool_Season of Growth,pool_Sentinel of Lost Lore,pool_Sharae of Numbing Depths,pool_Shared Animosity,pool_Shatter the Oath,pool_Shrouded Shepherd,pool_Skewer Slinger,pool_Skybeast Tracker,pool_Sleep-Cursed Faerie,pool_Sleight of Hand,pool_Slumbering Keepguard,pool_Smothering Tithe,pool_Snaremaster Sprite,pool_Sneak Attack,pool_Solitary Sanctuary,pool_Song of Totentanz,pool_Soul-Guide Lantern,pool_Specter of Mortality,pool_Spell Stutter,pool_Spellbook Vendor,pool_Spellscorn Coven,pool_Spider Food,pool_Spiteful Hexmage,pool_Splashy Spellcaster,pool_Spreading Seas,pool_Stab Wound,pool_Stingblade Assassin,pool_Stockpiling Celebrant,pool_Stonesplitter Bolt,pool_Stormkeld Prowler,pool_Stormkeld Vanguard,pool_Stroke of Midnight,pool_Succumb to the Cold,pool_Sugar Rush,pool_Swamp,pool_Sweettooth Witch,"pool_Syr Armont, the Redeemer","pool_Syr Ginger, the Meal Ender",pool_Taken by Nightmares,pool_Talion's Messenger,"pool_Talion, the Kindly Lord",pool_Tangled Colony,pool_Tanglespan Lookout,pool_Tattered Ratter,pool_Tempest Hart,pool_Tenacious Tomeseeker,pool_Territorial Witchstalker,pool_The Apprentice's Folly,pool_The End,pool_The Goose Mother,pool_The Huntsman's Redemption,pool_The Irencrag,pool_The Princess Takes Flight,pool_The Witch's Vanity,pool_Threadbind Clique,pool_Three Blind Mice,pool_Three Bowls of Porridge,pool_Thunderous Debut,pool_Titanic Growth,pool_Toadstool Admirer,pool_Torch the Tower,"pool_Totentanz, Swarm Piper",pool_Tough Cookie,pool_Troublemaker Ouphe,"pool_Troyan, Gutsy Explorer",pool_Tuinvale Guide,pool_Twining Twins,pool_Twisted Fealty,pool_Twisted Sewer-Witch,pool_Two-Headed Hunter,pool_Unassuming Sage,pool_Unnatural Growth,pool_Unruly Catapult,pool_Up the Beanstalk,pool_Utopia Sprawl,pool_Vampiric Rites,pool_Vantress Transmuter,pool_Verdant Outrider,pool_Virtue of Courage,pool_Virtue of Knowledge,pool_Virtue of Loyalty,pool_Virtue of Persistence,pool_Virtue of Strength,pool_Voracious Vermin,pool_Warehouse Tabby,pool_Waste Not,pool_Water Wings,pool_Welcome to Sweettooth,pool_Werefox Bodyguard,pool_Wicked Visitor,"pool_Will, Scion of Peace",pool_Witch's Mark,pool_Witchstalker Frenzy,pool_Woodland Acolyte,"pool_Yenna, Redtooth Regent",pool_Bitterblossom,pack_card_Rhystic Study,pack_card_Doubling Season,pack_card_Bitterblossom,pool_Defense of the Heart,pool_Doubling Season,pack_card_Defense of the Heart,pool_Rhystic Study,pool_Grave Pact,pack_card_Grave Pact,user_n_games_bucket,user_game_win_rate_bucket
WOE,PremierDraft,00e974e8336340758be3df67662a3faf,2023-08-31 23:51:06,bronze,1,3,0,0,Redcap Gutter-Dweller,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.58
WOE,PremierDraft,00e974e8336340758be3df67662a3faf,2023-08-31 23:51:06,bronze,1,3,0,1,Raid Bombardment,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.58
WOE,PremierDraft,00e974e8336340758be3df67662a3faf,2023-08-31 23:51:06,bronze,1,3,0,2,Harried Spearguard,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.58
